id,title,url,filename,item_code,base_code,translation_key,item_code_family,category,section,language,topics,year,bytes,size_human,last_modified,source_page,source_title,source_count,host,status
59,Les Origines de la Priére de la Sérénité: Historique,https://aaws.widen.net/content/hocfbcbati/pdf/smff-129_origin_of_the_serenity_prayer_a_historical_paper.pdf,smff-129_origin_of_the_serenity_prayer_a_historical_paper.pdf,SMFF-129,SMF-129,SMF-129|,Service Material,Archives & A.A. History,Archives & History,French,Spirituality,,89389,87.3 KB,2024-10-15,https://www.aa.org/fr/les-origines-de-la-priere-de-la-serenite-historique,Les Origines de la Priére de la Sérénité: Historique,1,aaws.widen.net,ok
60,Libro de trabajo de Archivos Históricos,https://aaws.widen.net/content/kuvuonfcsv/pdf/sm-44i_archives_workbook_online.pdf,sm-44i_archives_workbook_online.pdf,SM-44I,M-44I,M-44I|,Committee Workbooks,Archives & A.A. History,Archives & History,Spanish,Archives; Workbook / Kit,,1185699,1.1 MB,2026-09-16,https://www.aa.org/es/libro-de-trabajo-de-archivos-historicos,Libro de trabajo de Archivos Históricos,1,aaws.widen.net,ok
61,Ligne de conduite des AA sur les Archives,https://aaws.widen.net/content/0its15ledy/pdf/fmg-17_archives_online.pdf,fmg-17_archives_online.pdf,FMG-17,MG-17,MG-17|,A.A. Guidelines,Archives & A.A. History,Archives & History,French,Archives,,54082,52.8 KB,2026-03-10,https://www.aa.org/fr/ligne-de-conduite-des-aa-sur-les-archives,Ligne de conduite des AA sur les Archives,1,aaws.widen.net,ok
62,Lignes de conduite pour la preservation d’archives,https://aaws.widen.net/content/wvk9j2crrb/pdf/archives_preservation_guidelines_fr_online.pdf,archives_preservation_guidelines_fr_online.pdf,,,stem:archivespreservationguidelinesfronline,,Archives & A.A. History,Archives & History,French,Archives; Guidelines; Workbook / Kit,,530368,517.9 KB,2026-02-10,https://www.aa.org/fr/lignes-de-conduite-pour-la-preservation-darchives,Lignes de conduite pour la preservation d’archives,1,aaws.widen.net,ok
63,Lignes de Conduite Pour la Réalisation D’histoires Orales,https://aaws.widen.net/content/woz2ppu6mp/pdf/archives_guidelines_conducting_oral_histories_fr_online.pdf,archives_guidelines_conducting_oral_histories_fr_online.pdf,,,stem:archivesguidelinesconductingoralhistoriesfronline,,Archives & A.A. History,Archives & History,French,Archives; Guidelines; Workbook / Kit,,261754,255.6 KB,2026-02-10,https://www.aa.org/fr/lignes-de-conduite-pour-la-realisation-dhistoires-orales,Lignes de Conduite Pour la Réalisation D’histoires Orales,1,aaws.widen.net,ok
64,Lignes de conduite sur la numerisation des documents d’archives,https://aaws.widen.net/content/andsi10jjz/pdf/archives_digitization_guidelines_fr_online.pdf,archives_digitization_guidelines_fr_online.pdf,,,stem:archivesdigitizationguidelinesfronline,,Archives & A.A. History,Archives & History,French,Archives; Guidelines; Workbook / Kit,,1061371,1.0 MB,2026-02-10,https://www.aa.org/fr/lignes-de-conduite-sur-la-numerisation-des-documents-darchives,Lignes de conduite sur la numerisation des documents d’archives,1,aaws.widen.net,ok
65,Lista de chequeo de Archivos Históricos,https://aaws.widen.net/content/bxlajppzxk/pdf/sf-221_archives_services_checklist_online.pdf,sf-221_archives_services_checklist_online.pdf,SF-221,F-221,F-221|,"Forms, Catalogs & Order Blanks",Archives & A.A. History,Archives & History,Spanish,Archives; Workbook / Kit,,8380320,8.0 MB,2024-02-18,https://www.aa.org/es/lista-de-chequeo-de-archivos-historicos,Lista de chequeo de Archivos Históricos,1,aaws.widen.net,ok
66,Liste de Contrôle des archives,https://aaws.widen.net/content/qspa7suzls/pdf/ff-221_archives_services_checklist_online.pdf,ff-221_archives_services_checklist_online.pdf,FF-221,F-221,F-221|,"Forms, Catalogs & Order Blanks",Archives & A.A. History,Archives & History,French,Archives; Workbook / Kit,,8386934,8.0 MB,2024-02-18,https://www.aa.org/fr/liste-de-controle-des-archives,Liste de Contrôle des archives,1,aaws.widen.net,ok
67,Los Archivos Históricos de AA,https://aaws.widen.net/content/m9amkgva83/pdf/sf-47_aa_archive_service_piece_online.pdf,sf-47_aa_archive_service_piece_online.pdf,SF-47,F-47,F-47|,"Forms, Catalogs & Order Blanks",Archives & A.A. History,Archives & History,Spanish,Archives,,89576,87.5 KB,2024-02-18,https://www.aa.org/es/los-archivos-historicos-de-aa,Los Archivos Históricos de AA,1,aaws.widen.net,ok
68,Manuel des Archives,https://aaws.widen.net/content/lpzuzunskm/pdf/fm-44i_archives_workbook_online.pdf,fm-44i_archives_workbook_online.pdf,FM-44I,M-44I,M-44I|,Committee Workbooks,Archives & A.A. History,Archives & History,French,Archives; Workbook / Kit,,292287,285.4 KB,2026-03-10,https://www.aa.org/fr/manuel-des-archives,Manuel des Archives,1,aaws.widen.net,ok
69,Origin of the Serenity Prayer: A Historical Paper,https://aaws.widen.net/content/znwokxqlxr/pdf/smf-129_origin_of_the_serenity_prayer_a_historical_paper.pdf,smf-129_origin_of_the_serenity_prayer_a_historical_paper.pdf,SMF-129,SMF-129,SMF-129|,Service Material,Archives & A.A. History,Archives & History,English,Spirituality,,94070,91.9 KB,2024-10-15,https://www.aa.org/origin-serenity-prayer-historical-paper,Origin of the Serenity Prayer: A Historical Paper,1,aaws.widen.net,ok
70,Orígen de la Oración de la Serenidad: Un Estudio Histórico,https://aaws.widen.net/content/amo50xhbwz/pdf/smfs-129_origin_of_the_serenity_prayer_a_historical_paper.pdf,smfs-129_origin_of_the_serenity_prayer_a_historical_paper.pdf,SMFS-129,SMF-129,SMF-129|,Service Material,Archives & A.A. History,Archives & History,Spanish,Spirituality,,80745,78.9 KB,2024-10-15,https://www.aa.org/es/origen-de-la-oracion-de-la-serenidad-un-estudio-historico,Orígen de la Oración de la Serenidad: Un Estudio Histórico,1,aaws.widen.net,ok
71,Researching A.A. Group History,https://aaws.widen.net/content/fydcvh43nf/pdf/smf-169_researching_aa_group_history.pdf,smf-169_researching_aa_group_history.pdf,SMF-169,SMF-169,SMF-169|,Service Material,Archives & A.A. History,Archives & History,English,Archives,,27523,26.9 KB,2024-10-15,https://www.aa.org/researching-aa-group-history,Researching A.A. Group History,1,aaws.widen.net,ok
72,The A.A. Archives,https://aaws.widen.net/content/qmljyerau6/pdf/f-47_aa_archive_service_piece_online.pdf,f-47_aa_archive_service_piece_online.pdf,F-47,F-47,F-47|,"Forms, Catalogs & Order Blanks",Archives & A.A. History,Archives & History,English,Archives,,66631,65.1 KB,2025-04-01,https://www.aa.org/aa-archives,The A.A. Archives,1,aaws.widen.net,ok
73,Annonce : nouvelle vidéo à visionner! « Les Douze Concepts des Services mondiaux »,https://www.aa.org/sites/default/files/literature/FR_12_Concepts_Video_Announcement_updated.pdf,FR_12_Concepts_Video_Announcement_updated.pdf,,,stem:12conceptsvideoannouncementupdated,,Audio & Video Resources,Resources,French,Twelve Concepts; Flyer / Poster; Audio / Video,,753113,735.5 KB,2026-03-11,https://www.aa.org/fr/news-and-announcements?page=3,Quoi de neuf,1,www.aa.org,ok
74,Announcing: the Quebec Sign Language (LSQ) video translation of the pamphlet “Access to A.A.: Members Share on Overcoming Barriers”,https://www.aa.org/sites/default/files/literature/EN_QSL~1.PDF,EN_QSL~1.PDF,,,stem:qsl1,,Audio & Video Resources,Resources,English,Flyer / Poster; Audio / Video,,225793,220.5 KB,2024-11-01,https://www.aa.org/news-and-announcements?page=13,What's New,1,www.aa.org,ok
75,Anuncio importante: video con la traducción al lenguaje de señas de Quebec (LSQ) del folleto Acceso a AA: los miembros hablan acerca de superar barreras,https://www.aa.org/sites/default/files/literature/SP_QSL~1.PDF,SP_QSL~1.PDF,,,stem:qsl1,,Audio & Video Resources,Resources,Spanish,Flyer / Poster; Audio / Video,,255681,249.7 KB,2024-11-01,https://www.aa.org/es/news-and-announcements?page=13,Novedades en aa.org,1,www.aa.org,ok
76,Application form for sound and video use,https://www.aa.org/sites/default/files/literature/en_application_soundorfilm.pdf,en_application_soundorfilm.pdf,,,stem:applicationsoundorfilm,,Audio & Video Resources,Resources,English,Audio / Video; Form / Application,,38169,37.3 KB,2021-11-19,https://www.aa.org/pages/es_ES/sound-and-video-policy-and-application-form,Audio and Video Policy and Application Form,2,www.aa.org,ok
77,Désormais en vente! Gros Livre en langage clair et simple – Livre audio,https://www.aa.org/sites/default/files/literature/FR_PLBB_Audiobook_Announcement.pdf,FR_PLBB_Audiobook_Announcement.pdf,,,stem:plbbaudiobookannouncement,,Audio & Video Resources,Resources,French,Flyer / Poster; Audio / Video,,312107,304.8 KB,2026-06-15,https://www.aa.org/fr/news-and-announcements?page=1,Quoi de neuf,1,www.aa.org,ok
78,Episodios de la temporada 2,https://www.aa.org/sites/default/files/literature/F-238_s2.pdf,F-238_s2.pdf,F-238,F-238,F-238|p2,"Forms, Catalogs & Order Blanks",Audio & Video Resources,Resources,English,Audio / Video,,2814181,2.7 MB,2026-03-03,https://www.aa.org/gso-podcast,Our Primary Purpose: GSO Podcast,3,www.aa.org,ok
79,Introducing Our Primary Purpose Podcast,https://www.aa.org/sites/default/files/literature/OPP_aa.org_announcement_EN.pdf,OPP_aa.org_announcement_EN.pdf,,,stem:oppaaorgannouncement,,Audio & Video Resources,Resources,English,Flyer / Poster; Audio / Video,,315986,308.6 KB,2025-01-07,https://www.aa.org/news-and-announcements?page=11,What's New,1,www.aa.org,ok
80,Tenemos el agrado de anunciar: ¡Ya está disponible! El video de los Doce Conceptos para el servicio mundial,https://www.aa.org/sites/default/files/literature/SP_12_Concepts_Video_Announcement_updated.pdf,SP_12_Concepts_Video_Announcement_updated.pdf,SP-12,P-12,P-12|,Pamphlets & Booklets,Audio & Video Resources,Resources,Spanish,Twelve Concepts; Flyer / Poster; Audio / Video,,760009,742.2 KB,2026-03-11,https://www.aa.org/es/news-and-announcements?page=3,Novedades en aa.org,1,www.aa.org,ok
81,¡Ya a la venta! El Libro Grande en lenguaje sencillo — edición en audiolibro,https://www.aa.org/sites/default/files/literature/SP_PLBB_Audiobook_Announcement.pdf,SP_PLBB_Audiobook_Announcement.pdf,,,stem:plbbaudiobookannouncement,,Audio & Video Resources,Resources,Spanish,Flyer / Poster; Audio / Video,,328284,320.6 KB,2026-06-15,https://www.aa.org/es/news-and-announcements?page=1,Novedades en aa.org,1,www.aa.org,ok
82,01. Bill's Story - (pp. 1-16),https://www.aa.org/sites/default/files/2021-11/en_bigbook_chapt1.pdf,en_bigbook_chapt1.pdf,,,stem:bigbookchapt1,,"Big Book, Steps & Traditions",Literature,English,,,68866,67.3 KB,2021-11-01,https://www.aa.org/the-big-book,The Big Book,1,www.aa.org,ok
83,01. Comment quarante-deux alcooliques se sont rétablis de leur maladie,https://www.aa.org/sites/default/files/2021-11/fr_bigbook_personalstories.pdf,fr_bigbook_personalstories.pdf,,,stem:bigbookpersonalstories,,"Big Book, Steps & Traditions",Literature,French,,,39460,38.5 KB,2021-11-03,https://www.aa.org/fr/the-big-book,Le Gros Livre des AA,1,www.aa.org,ok
84,01. Copyright (Page FB-2),https://www.aa.org/sites/default/files/2022-02/fr_tt_copyright.pdf,fr_tt_copyright.pdf,,,stem:ttcopyright,,"Big Book, Steps & Traditions",Literature,French,Twelve Steps; Twelve Traditions,,40799,39.8 KB,2022-02-07,https://www.aa.org/fr/twelve-steps-twelve-traditions,Les Douze Étapes et les Douze Traditions,2,www.aa.org,ok
85,01. Copyright Information - (p. B-2),https://www.aa.org/sites/default/files/2022-01/en_tt_copyright.pdf,en_tt_copyright.pdf,,,stem:ttcopyright,,"Big Book, Steps & Traditions",Literature,English,Twelve Steps; Twelve Traditions; Form / Application,,36839,36.0 KB,2022-01-29,https://www.aa.org/twelve-steps-twelve-traditions,Twelve Steps and Twelve Traditions Book,1,www.aa.org,ok
86,01. Cómo cuarenta y cuatro alcohólicos se recuperaron de su enfermedad,https://www.aa.org/sites/default/files/2021-11/sp_bigbook_personalstories.pdf,sp_bigbook_personalstories.pdf,,,stem:bigbookpersonalstories,,"Big Book, Steps & Traditions",Literature,Spanish,,,39595,38.7 KB,2021-11-03,https://www.aa.org/es/the-big-book,El Libro Grande de AA,1,www.aa.org,ok
87,01. How Forty-Two Alcoholics Recovered From Their Malady - (pp. 165-166),https://www.aa.org/sites/default/files/2021-11/en_bigbook_personalstories.pdf,en_bigbook_personalstories.pdf,,,stem:bigbookpersonalstories,,"Big Book, Steps & Traditions",Literature,English,,,37261,36.4 KB,2021-11-02,https://www.aa.org/the-big-book,The Big Book,1,www.aa.org,ok
88,01. Información de Copyright (Página SB-15),https://www.aa.org/sites/default/files/2022-02/sp_tt_copyright.pdf,sp_tt_copyright.pdf,,,stem:ttcopyright,,"Big Book, Steps & Traditions",Literature,Spanish,Twelve Steps; Twelve Traditions; Form / Application,,42387,41.4 KB,2022-02-07,https://www.aa.org/es/twelve-steps-twelve-traditions,Doce Pasos y Doce Tradiciones,2,www.aa.org,ok
89,01. La Historia de Bill - (Páginas 1-16),https://www.aa.org/sites/default/files/2021-11/sp_bigbookchapter1.pdf,sp_bigbookchapter1.pdf,,,stem:bigbookchapter1,,"Big Book, Steps & Traditions",Literature,Spanish,,,87974,85.9 KB,2021-11-02,https://www.aa.org/es/the-big-book,El Libro Grande de AA,1,www.aa.org,ok
90,01. L’histoire de bill - (Pages 1 à 19),https://www.aa.org/sites/default/files/2021-11/fr_bigbook_chapt1.pdf,fr_bigbook_chapt1.pdf,,,stem:bigbookchapt1,,"Big Book, Steps & Traditions",Literature,French,,,418682,408.9 KB,2021-11-02,https://www.aa.org/fr/the-big-book,Le Gros Livre des AA,1,www.aa.org,ok
91,01. Page d’accueil,https://www.aa.org/sites/default/files/2021-11/fr_bigbook_titlepage.pdf,fr_bigbook_titlepage.pdf,,,stem:bigbooktitlepage,,"Big Book, Steps & Traditions",Literature,French,,,32342,31.6 KB,2021-11-03,https://www.aa.org/fr/the-big-book,Le Gros Livre des AA,1,www.aa.org,ok
92,01. Première Tradition (Pages 149 à 152 ),https://www.aa.org/sites/default/files/2022-02/fr_tradition1.pdf,fr_tradition1.pdf,,,stem:tradition1,,"Big Book, Steps & Traditions",Literature,French,Twelve Steps; Twelve Traditions,,55694,54.4 KB,2022-02-07,https://www.aa.org/fr/twelve-steps-twelve-traditions,Les Douze Étapes et les Douze Traditions,2,www.aa.org,ok
93,01. Première Étape - (Pages 23 à 27),https://www.aa.org/sites/default/files/2022-02/fr_step1.pdf,fr_step1.pdf,,,stem:step1,,"Big Book, Steps & Traditions",Literature,French,Twelve Steps; Twelve Traditions,,52563,51.3 KB,2022-02-07,https://www.aa.org/fr/twelve-steps-twelve-traditions,Les Douze Étapes et les Douze Traditions,2,www.aa.org,ok
94,01. Primer Paso - (paginas 20-23),https://www.aa.org/sites/default/files/2022-02/sp_step1.pdf,sp_step1.pdf,,,stem:step1,,"Big Book, Steps & Traditions",Literature,Spanish,Twelve Steps; Twelve Traditions,,55728,54.4 KB,2022-02-07,https://www.aa.org/es/twelve-steps-twelve-traditions,Doce Pasos y Doce Tradiciones,2,www.aa.org,ok
95,01. Primera Tradición (Páginas 126-128),https://www.aa.org/sites/default/files/2022-02/sp_tradition1.pdf,sp_tradition1.pdf,,,stem:tradition1,,"Big Book, Steps & Traditions",Literature,Spanish,Twelve Steps; Twelve Traditions,,55599,54.3 KB,2022-02-07,https://www.aa.org/es/twelve-steps-twelve-traditions,Doce Pasos y Doce Tradiciones,2,www.aa.org,ok
96,01. Página de título,https://www.aa.org/sites/default/files/2021-11/sp_bigbook_titlepage_0.pdf,sp_bigbook_titlepage_0.pdf,,,stem:bigbooktitlepage,,"Big Book, Steps & Traditions",Literature,Spanish,,,38592,37.7 KB,2021-11-03,https://www.aa.org/es/the-big-book,El Libro Grande de AA,1,www.aa.org,ok
97,01. Step One - (pp. 21 - 24),https://www.aa.org/sites/default/files/2022-01/en_step1.pdf,en_step1.pdf,,,stem:step1,,"Big Book, Steps & Traditions",Literature,English,Twelve Steps; Twelve Traditions,,49596,48.4 KB,2022-01-29,https://www.aa.org/twelve-steps-twelve-traditions,Twelve Steps and Twelve Traditions Book,1,www.aa.org,ok
98,01. Title Page - (pp. iii),https://www.aa.org/sites/default/files/2021-11/en_bigbook_titlepage.pdf,en_bigbook_titlepage.pdf,,,stem:bigbooktitlepage,,"Big Book, Steps & Traditions",Literature,English,,,38792,37.9 KB,2021-11-02,https://www.aa.org/the-big-book,The Big Book,1,www.aa.org,ok
99,01. Tradition One - (pp. 129 - 131),https://www.aa.org/sites/default/files/2022-01/en_tradition1.pdf,en_tradition1.pdf,,,stem:tradition1,,"Big Book, Steps & Traditions",Literature,English,Twelve Steps; Twelve Traditions,,50394,49.2 KB,2022-01-29,https://www.aa.org/twelve-steps-twelve-traditions,Twelve Steps and Twelve Traditions Book,1,www.aa.org,ok
100,02. Contenido (Páginas 5-12),https://www.aa.org/sites/default/files/2022-02/sp_tt_contents.pdf,sp_tt_contents.pdf,,,stem:ttcontents,,"Big Book, Steps & Traditions",Literature,Spanish,Twelve Steps; Twelve Traditions,,71380,69.7 KB,2022-02-07,https://www.aa.org/es/twelve-steps-twelve-traditions,Doce Pasos y Doce Tradiciones,2,www.aa.org,ok
101,02. Contents - (pp. 5-13),https://www.aa.org/sites/default/files/2022-01/en_tt_contents.pdf,en_tt_contents.pdf,,,stem:ttcontents,,"Big Book, Steps & Traditions",Literature,English,Twelve Steps; Twelve Traditions,,65066,63.5 KB,2022-01-29,https://www.aa.org/twelve-steps-twelve-traditions,Twelve Steps and Twelve Traditions Book,1,www.aa.org,ok
102,02. Copyright Information - (pp. ii),https://www.aa.org/sites/default/files/2021-11/en_bigbook_copyright.pdf,en_bigbook_copyright.pdf,,,stem:bigbookcopyright,,"Big Book, Steps & Traditions",Literature,English,Form / Application,,39098,38.2 KB,2021-11-01,https://www.aa.org/the-big-book,The Big Book,1,www.aa.org,ok
103,02. Deuxième Tradition (Pages 153 à 160),https://www.aa.org/sites/default/files/2022-02/fr_tradition2.pdf,fr_tradition2.pdf,,,stem:tradition2,,"Big Book, Steps & Traditions",Literature,French,Twelve Steps; Twelve Traditions,,73393,71.7 KB,2022-02-07,https://www.aa.org/fr/twelve-steps-twelve-traditions,Les Douze Étapes et les Douze Traditions,2,www.aa.org,ok
104,02. Deuxième Étape (Pages 28 à 37),https://www.aa.org/sites/default/files/2022-02/fr_step2.pdf,fr_step2.pdf,,,stem:step2,,"Big Book, Steps & Traditions",Literature,French,Twelve Steps; Twelve Traditions,,75615,73.8 KB,2022-02-07,https://www.aa.org/fr/twelve-steps-twelve-traditions,Les Douze Étapes et les Douze Traditions,2,www.aa.org,ok
105,02. Hay una Solución - (Páginas 17-29),https://www.aa.org/sites/default/files/2021-11/sp_bigbookchapter2.pdf,sp_bigbookchapter2.pdf,,,stem:bigbookchapter2,,"Big Book, Steps & Traditions",Literature,Spanish,,,70669,69.0 KB,2021-11-02,https://www.aa.org/es/the-big-book,El Libro Grande de AA,1,www.aa.org,ok
106,02. Il y a une solution - (Pages 20 à 33),https://www.aa.org/sites/default/files/2021-11/fr_bigbook_chapt2.pdf,fr_bigbook_chapt2.pdf,,,stem:bigbookchapt2,,"Big Book, Steps & Traditions",Literature,French,,,405417,395.9 KB,2021-11-02,https://www.aa.org/fr/the-big-book,Le Gros Livre des AA,1,www.aa.org,ok
107,02. Información de Copyright,https://www.aa.org/sites/default/files/2021-11/sp_bigbook_copyright.pdf,sp_bigbook_copyright.pdf,,,stem:bigbookcopyright,,"Big Book, Steps & Traditions",Literature,Spanish,Form / Application,,40694,39.7 KB,2021-11-03,https://www.aa.org/es/the-big-book,El Libro Grande de AA,1,www.aa.org,ok
